date,local_team,local_team_points,visit_team,visit_team_points,player_team,player_name,player_total_points,time,one_point_shots_get,one_point_shots_made,two_point_shots_get,two_point_shots_made,three_point_shots_get,three_point_shots_made,rebouts,assists,faults,received_faults
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Viny-Pierrot Marcel Okouo ,5,15:17,2,4,0,0,1,2,5,0,3,1
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Kyle Edward Fogg ,10,15:35,2,3,1,2,3,3,2,2,2,2
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Alberto Díaz Ortiz,7,14:25,1,2,1,2,2,2,2,1,1,2
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Daniel Díez De La Faya,7,24:25,2,3,1,2,0,0,2,2,2,0
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Jamar Desean Smith ,5,14:44,1,3,1,3,0,0,1,1,2,0
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Nemanja Nedovic ,15,18:47,5,6,1,4,2,2,2,3,1,3
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Oliver Lafayette ,11,16:25,1,3,3,5,0,0,0,1,3,1
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Adam Szczepan Waczynski ,0,17:58,0,0,0,4,0,0,3,1,2,1
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Jeffrey Dean Brooks Jr ,6,22:49,3,7,0,1,0,0,5,0,4,1
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Carlos Suárez García-Osorio,0,17:41,0,1,0,1,0,0,1,4,1,2
25/03/2017,Valencia Basket,81,Unicaja,77,visit,Alen Omic,11,21:54,5,6,0,0,1,2,7,2,1,3
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Venard Richard Hendrix ,2,09:13,1,3,0,0,0,0,5,1,2,1
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Alberto Oliver Campos,11,18:41,2,3,2,2,1,2,1,7,2,3
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Darko Planinic ,10,10:10,3,5,0,0,4,4,2,0,2,5
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Lester McCalebb,13,23:43,2,4,3,5,0,0,0,3,3,3
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Sasu Antreas Salin ,6,21:24,0,2,2,4,0,0,3,1,2,0
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Eulis Rafael Báez Benjamín,6,19:36,1,2,1,2,1,2,2,1,2,3
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Anzejs Pasecniks,7,20:26,2,6,0,1,3,4,4,0,2,3
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Royce Khalil O´Neale ,7,18:11,3,5,0,2,1,2,5,5,1,3
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Oriol Paulí Fornells,,,0,0,0,0,0,0,,,,
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Xavier Rabaseda Bertran,6,19:25,0,1,2,3,0,0,2,1,3,1
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Kyle Matthew Kuric ,13,18:47,3,5,2,5,1,1,3,0,1,0
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,local,Pablo Aguilar Bermúdez,14,20:24,1,2,4,4,0,0,4,1,0,0
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Xavier Tayler-Jerome Munford ,,,0,0,0,0,0,0,,,,
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Tyrese Jammal Rice ,7,24:55,1,4,1,4,2,2,3,4,1,2
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Víctor Claver Arocas,6,30:44,0,1,2,4,0,0,2,2,2,2
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Juan Carlos Navarro Feijoo,19,17:14,4,4,2,6,5,6,0,1,3,5
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Aleksandar Vezenkov ,0,09:16,0,1,0,2,0,0,0,0,0,0
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Marcus Per Eriksson ,7,11:11,2,3,1,4,0,0,4,0,1,1
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Cheikh Moussa Diagné ,2,09:54,0,0,0,0,2,2,3,0,2,1
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Bradley Scott Oleson Lashinski,3,08:58,0,0,1,1,0,0,0,1,1,0
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Petteri Johannes Koponen ,5,22:46,1,4,1,2,0,0,1,3,1,2
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Gregory Alexander Renfroe ,5,15:05,1,2,1,3,0,0,1,1,1,1
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Stratos Perperoglou ,9,19:51,1,3,2,2,1,2,1,2,5,1
01/04/2017,Herbalife GC,95,Barcelona Lassa,82,visit,Ante Tomic ,19,30:06,8,12,0,0,3,5,14,1,5,5
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Deandre Donte Kane ,5,23:32,1,3,0,3,3,6,7,1,4,3
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Nikola Radicevic,10,28:46,1,2,1,4,5,6,1,3,3,6
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Alfonso Sánchez Delgado,6,20:37,0,1,2,8,0,0,3,1,3,3
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Bostjan Nachbar ,,,0,0,0,0,0,0,,,,
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Juan José Triguero Estruch,3,14:18,0,0,0,0,3,4,1,0,0,2
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Emanuel-Ion Cate ,,,0,0,0,0,0,0,,,,
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Strahinja Milosevic ,16,27:06,2,2,3,5,3,3,1,0,5,5
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Vojdan Stojanovski ,10,21:18,3,5,1,3,1,1,3,1,3,2
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Marc Garcia Antonell,3,05:35,0,3,1,1,0,2,2,2,0,0
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Trenton Merrick Lockett ,13,28:36,4,4,1,4,2,2,6,1,4,2
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Rasid Mahalbasic ,5,23:42,2,7,0,0,1,2,6,3,3,4
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,local,Aleksandar Marelja ,2,06:30,1,2,0,1,0,0,0,0,0,0
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,visit,Tobias Carl Peter Borg ,5,16:49,2,3,0,2,1,1,1,0,5,1
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,visit,Beye Tabu-Eboma,15,25:39,2,2,3,10,2,4,2,2,4,4
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,visit,Borja Mendia Sangroniz,0,00:55,0,0,0,0,0,0,0,0,0,0
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,visit,Miha Lapornik ,3,17:54,0,2,1,3,0,0,3,0,1,0
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,visit,Javier Salgado Martín,10,16:13,0,1,2,3,4,4,0,0,0,2
08/04/2017,R. Betis E Plus,73,RETAbet Bilbao,85,visit,Álex Mumbrú Murcia,16,28:24,4,6,1,4,5,6,7,3,1,3
